Filename,Labels,Objects,Websearch,Logos,Violence,Faces,Landmarks,Texts
delivery.jpg,"['Building', 'Plant', 'Window', 'Tire', 'Wood', 'Neighbourhood', 'Wall', 'Sidewalk', 'Urban design', 'Road surface']","['Packaged goods', 'Person', 'Packaged goods', 'Person', 'Packaged goods', 'Pants']",['United Parcel Service'],[],VERY_UNLIKELY,1,[],"['Bowery\natagonia\nSPANK\nTM\nNE ar\nCHPOME\nEasy igh\nULINE\nCHIC\nER\nULINE\n000E\nELING\nULINE\n51729 00\nG\nEasy Weig\nKISS MY ASS\n', 'Bowery', 'atagonia', 'SPANK', 'TM', 'NE', 'ar', 'CHPOME', 'Easy', 'igh', 'ULINE', 'CHIC', 'ER', 'ULINE', '000E', 'ELING', 'ULINE', '51729', '00', 'G', 'Easy', 'Weig', 'KISS', 'MY', 'ASS']"
delivery_2.jpg,"['Jeans', 'Vehicle', 'Car', 'Motor vehicle', 'Human', 'Package delivery', 'Shipping box', 'Building', 'Wood', 'Automotive design']","['Jeans', 'Person', 'Boxed packaged goods', 'Packaged goods', 'Packaged goods', 'Packaged goods', 'Boxed packaged goods', 'Packaged goods', 'Boxed packaged goods', 'Packaged goods']",['car'],[],VERY_UNLIKELY,1,[],"['INTCO\nINTC\n&01\nDisposable Face Mask\nMaterak Nonuoven maletal\nSor 175mmx95 m\nNWT 65KGS\nCase se 52x 38 x30 am\n10855303008601\nINTCO\n英科直才\nV Disposable Face Mask\nINTCO\n英科医疗\nINTCO\n关科医疗\nCOLOR BLUE\nQTY: 2000 PCS (40 bores of 50)\nDisposable Face Mask\nMaterial Nonuoven material\n2-21\nSor 175amx 96 mm\nntdaritldak\nColor Be\nQTY: 2000 PCS\nGWT 75KGS\nCE S0 20AG Disposable Face Mask\nMateriat: Nonwoven material\nWodr dat.on ftitr\n凹20\nSize: 175mm x 95 mm\nLOT\nNT BSKGS\nColor. Blue\nQTY: 2000 PCS\nG.WT:75KGS\nNWT:6.5 KGS\nCase size: 52 x 38x30 cm\n可目\nDisposable Face Mask\nINTCO\n英科医疗\nArst baly t.\nbr\nCOLOR: BLUE\nQTY: 2000 PCS (40 boxes of 50)\nIN\n英利\nSTOCK SeOL 300677\nnly/\nManufacurer hto Medcal\nCina\nWebster www.irtomedical.com Emt infortco.com\nAtoted Represertive\nLotus NBV\nAdds Koringin Janopien 10, te Veed 20SAA, The Hage Nothertands\nLAKEX\nDisposable Face Mask\nMaterial: Nonwoven material\nISO 13405\nSizs: 175mm x95 mm\nColor. Blue\nOTY: 2000 PCS\nGWT:75 KGS\nNWT:6.5 KGS\nCase size: 52 x 38 x 30 cm\nDispo\nysew epe- QIgesodsi\nIzo09-oz\nG.WT:7.5 KGS\nCase size: 52 x 38 x 30 cm\n', 'INTCO', 'INTC', '&01', 'Disposable', 'Face', 'Mask', 'Materak', 'Nonuoven', 'maletal', 'Sor', '175mmx95', 'm', 'NWT', '65KGS', 'Case', 'se', '52x', '38', 'x30', 'am', '10855303008601', 'INTCO', '英', '科', '直', '才', 'V', 'Disposable', 'Face', 'Mask', 'INTCO', '英', '科', '医疗', 'INTCO', '关', '科', '医疗', 'COLOR', 'BLUE', 'QTY:', '2000', 'PCS', '(40', 'bores', 'of', '50)', 'Disposable', 'Face', 'Mask', 'Material', 'Nonuoven', 'material', '2-21', 'Sor', '175amx', '96', 'mm', 'ntdaritldak', 'Color', 'Be', 'QTY:', '2000', 'PCS', 'GWT', '75KGS', 'CE', 'S0', '20AG', 'Disposable', 'Face', 'Mask', 'Materiat:', 'Nonwoven', 'material', 'Wodr', 'dat.on', 'ftitr', '凹', '20', 'Size:', '175mm', 'x', '95', 'mm', 'LOT', 'NT', 'BSKGS', 'Color.', 'Blue', 'QTY:', '2000', 'PCS', 'G.WT:75KGS', 'NWT:6.5', 'KGS', 'Case', 'size:', '52', 'x', '38x30', 'cm', '可', '目', 'Disposable', 'Face', 'Mask', 'INTCO', '英', '科', '医疗', 'Arst', 'baly', 't.', 'br', 'COLOR:', 'BLUE', 'QTY:', '2000', 'PCS', '(40', 'boxes', 'of', '50)', 'IN', '英', '利', 'STOCK', 'SeOL', '300677', 'nly/', 'Manufacurer', 'hto', 'Medcal', 'Cina', 'Webster', 'www.irtomedical.com', 'Emt', 'infortco.com', 'Atoted', 'Represertive', 'Lotus', 'NBV', 'Adds', 'Koringin', 'Janopien', '10,', 'te', 'Veed', '20SAA,', 'The', 'Hage', 'Nothertands', 'LAKEX', 'Disposable', 'Face', 'Mask', 'Material:', 'Nonwoven', 'material', 'ISO', '13405', 'Sizs:', '175mm', 'x95', 'mm', 'Color.', 'Blue', 'OTY:', '2000', 'PCS', 'GWT:75', 'KGS', 'NWT:6.5', 'KGS', 'Case', 'size:', '52', 'x', '38', 'x', '30', 'cm', 'Dispo', 'ysew', 'epe-', 'QIgesodsi', 'Izo09-oz', 'G.WT:7.5', 'KGS', 'Case', 'size:', '52', 'x', '38', 'x', '30', 'cm']"
fire.jpg,"['Muscle', 'Motor vehicle', 'High-visibility clothing', 'Workwear', 'Fire', 'Flame', 'Heat', 'Pollution', 'Smoke', 'Firefighter']","['Person', 'Helmet', 'Jacket']",['home fire safety'],[],VERY_UNLIKELY,0,[],"['601\nPACLIC\nKEVLA\nME\n', '601', 'PACLIC', 'KEVLA', 'ME']"
suojatie.jpg,"['Urban design', 'City', 'Event', 'Crowd', 'Landscape', 'Pole', 'Mixed-use', 'Facade', 'Pedestrian', 'Leisure']",[],['urban area'],[],VERY_UNLIKELY,0,[],"['---\n', '---']"
keikka_yo.jpg,"['Blue', 'Concert', 'Entertainment', 'Music', 'Performing arts', 'Music artist', 'Visual effect lighting', 'Electric blue', 'Event', 'Pop music']",['Person'],['aesthetic wallpaper stage'],[],VERY_UNLIKELY,0,[],[]
konsertti.jpg,"['Furniture', 'Chair', 'Musical instrument accessory', 'Lighting', 'Entertainment', 'Concert', 'Suit', 'Music', 'Musician', 'Performing arts']","['Person', 'Person', 'Person', 'Person', 'Chair', 'Chair', 'Person', 'Person', 'Person', 'Person']",['frederick p rose hall'],[],VERY_UNLIKELY,2,[],[]
museo_1.jpg,"['Dog', 'Picture frame', 'Window', 'Dog breed', 'Carnivore', 'Gesture', 'Companion dog', 'Fawn', 'Working animal', 'Snout']","['Person', 'Person', 'Clothing', 'Person', 'Picture frame', 'Animal', 'Pants']",['droste effect'],[],VERY_UNLIKELY,1,[],"['Delia\nDama Azul\n', 'Delia', 'Dama', 'Azul']"
museo_2.jpg,"['Musical instrument', 'Guitar', 'Interior design', 'String instrument', 'Art', 'Building', 'Chair', 'Plucked string instruments', 'Music', 'Musician']","['Person', 'Person', 'Person', 'Person', 'Guitar', 'Light fixture']",['art exhibition'],[],VERY_UNLIKELY,2,[],"['© Berlin-Motive.de\n', '©', 'Berlin-Motive.de']"
office_1.jpg,"['Computer', 'Table', 'Personal computer', 'Laptop', 'Computer keyboard', 'Desk', 'Output device', 'Computer network', 'Chair', 'Picture frame']","['Laptop', 'Laptop', 'Laptop', 'Person', 'Person', 'Person', 'Person', 'Laptop', 'Person', 'Person']",['management office'],[],VERY_UNLIKELY,4,[],"['mont\nMade B\nDesign\nTools\nPORTE\n', 'mont', 'Made', 'B', 'Design', 'Tools', 'PORTE']"
beach.jpg,"['Water', 'Cloud', 'Sky', 'Blue', 'People on beach', 'Fluid', 'Beach', 'Travel', 'Coastal and oceanic landforms', 'Leisure']","['Person', 'Person', 'Person']",['sea'],[],VERY_UNLIKELY,0,[],[]
boxing.jpg,"['Headgear', 'Sports uniform', 'Sports equipment', 'Glove', 'Sports gear', 'Shorts', 'Helmet', 'Boxing glove', 'Boxing', 'Boxing equipment']","['Shorts', 'Shorts', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Hat', 'Helmet']",['Boxing'],[],UNLIKELY,6,[],"['TA\n', 'TA']"
F1.jpg,"['Tire', 'World', 'Vehicle', 'Automotive tire', 'Red', 'Racing', 'Fan', 'Wheel', 'Grass', 'Sports']","['Person', 'Person', 'Toy vehicle', 'Person', 'Person']",['Formula 1'],[],VERY_UNLIKELY,0,[],"['TARAPITEAT HEure\nMa\n125) Ye\nVEARS\n', 'TARAPITEAT', 'HEure', 'Ma', '125)', 'Ye', 'VEARS']"
futis.jpg,"['Fan', 'Player', 'Red', 'Grass', 'Crowd', 'Sports', 'Stadium', 'Event', 'Sport venue', 'Sky']","['Person', 'Person']",['wsw flares'],"['NRMA', 'Le Bon Marché']",UNLIKELY,4,[],"['ng your\nall back\nNRMA\nINSURANCE\n', 'ng', 'your', 'all', 'back', 'NRMA', 'INSURANCE']"
gym_1.jpg,"['Joint', 'Barbell', 'Shorts', 'Shoe', 'Arm', 'Exercise machine', 'Strength athletics', 'Muscle', 'Leg', 'Strength training']","['Person', 'Shoe', 'Person', 'Person', 'Shoe', 'Person', 'Shorts']",['gym'],[],UNLIKELY,2,[],"['口\n', '口']"
sulkkis1.jpg,"['Sports equipment', 'Photograph', 'Field house', 'Tennis player', 'Green', 'Racquet sport', 'Net sports', 'Tennis court', 'Tennis Equipment', 'Player']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']",['team sport'],[],VERY_UNLIKELY,1,[],"['LANDERSPIEL U17\nFraport. Die Airport Manager.\nDEUTSCHLAND SCHWEIZ\nJ YONEX\nONEX\nYONEX\nW YONEX\nYONEX\nYONL\nW YONEX\na YONEX\nVONEX\n', 'LANDERSPIEL', 'U17', 'Fraport.', 'Die', 'Airport', 'Manager.', 'DEUTSCHLAND', 'SCHWEIZ', 'J', 'YONEX', 'ONEX', 'YONEX', 'W', 'YONEX', 'YONEX', 'YONL', 'W', 'YONEX', 'a', 'YONEX', 'VONEX']"
cry.jpg,"['Forehead', 'Nose', 'Glasses', 'Vision care', 'Shoulder', 'Mouth', 'Comfort', 'Jaw', 'Textile', 'Flash photography']","['Glasses', 'Person']",['cocaine addiction'],[],POSSIBLE,1,[],[]
joy.jpg,"['Water', 'Smile', 'Plant', 'People on beach', 'Sky', 'Body of water', 'Swimwear', 'Brassiere', 'Leisure', 'Fun']","['Swimwear', 'Swimwear', 'Person', 'Person', 'Person', 'Swimwear', 'Person']",['spike ball water'],[],VERY_UNLIKELY,3,[],"['SPIKE\nTIVE\nSPIKE\nBALL\n', 'SPIKE', 'TIVE', 'SPIKE', 'BALL']"
etiketti.png,"['Font', 'Material property', 'Close-up', 'Circle', 'Label', 'Brand', 'Event', 'Document', 'Publication']",[],['food labels'],[],VERY_UNLIKELY,0,[],"['Nutrition Facts Amount Per Serving\nServing size: 1 bar (40g)\nServing Per Package: 4\nTotal Fat 13g\nSaturated Fat 1.5g\nAmount Per Serving\nTrans Fat 0g\nCholesterol Omg\nCalories 190\nories from Fat 110\nSodium 20mg\nent Daily Values are based on\nVitamin A 50%\nVita\ncalorie diet.\n', 'Nutrition', 'Facts', 'Amount', 'Per', 'Serving', 'Serving', 'size:', '1', 'bar', '(40g)', 'Serving', 'Per', 'Package:', '4', 'Total', 'Fat', '13g', 'Saturated', 'Fat', '1.5g', 'Amount', 'Per', 'Serving', 'Trans', 'Fat', '0g', 'Cholesterol', 'Omg', 'Calories', '190', 'ories', 'from', 'Fat', '110', 'Sodium', '20mg', 'ent', 'Daily', 'Values', 'are', 'based', 'on', 'Vitamin', 'A', '50%', 'Vita', 'calorie', 'diet.']"
liberty.jpg,"['Sky', 'Cloud', 'Daytime', 'Statue', 'Blue', 'Sculpture', 'Pedestal', 'Building', 'Monument', 'Art']",['Sculpture'],['statue of liberty national monument'],[],UNLIKELY,0,"['Statue of Liberty National Monument', 'Statue of Liberty']",[]
logos.jpg,"['Font', 'Rectangle', 'Circle', 'Electric blue', 'Logo', 'Brand', 'Graphics', 'Number', 'Symbol', 'Screenshot']",[],['multiple logos'],"['YouTube', 'Google', 'eBay', 'Digg', 'Automattic', 'Yahoo!']",VERY_UNLIKELY,0,[],"['You Tube\nSU\nskype\nGoogle\nWIKIPEDIA\nThe Free Encyclopedis\nYAHOO!\nflickr\nebY\ndigg\nTM\n', 'You', 'Tube', 'SU', 'skype', 'Google', 'WIKIPEDIA', 'The', 'Free', 'Encyclopedis', 'YAHOO!', 'flickr', 'ebY', 'digg', 'TM']"
asema.jpg,"['House', 'Plant', 'Building', 'Floor', 'Flooring', 'Door', 'Houseplant', 'Wood', 'Shade', 'Picture frame']","['Chair', 'Chair', 'Chair', 'Lighting']",['real estate'],[],VERY_UNLIKELY,0,[],"['Amtrak\nSanford\nTICKET\nOFFICE\nRustpoms\nVehdo Pek-Un\nAFT SHOP\n', 'Amtrak', 'Sanford', 'TICKET', 'OFFICE', 'Rustpoms', 'Vehdo', 'Pek-Un', 'AFT', 'SHOP']"
asema2.jpg,"['Building', 'Luggage and bags', 'Floor', 'Flooring', 'Bag', 'Stairs', 'Travel', 'Backpack', 'Leisure', 'City']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Jeans', 'Person', 'Person', 'Person']",['snapshot'],[],VERY_UNLIKELY,2,[],"['電プラザ\nstion Plaza\n个巴9\nKiosk\n', '電', 'プラザ', 'stion', 'Plaza', '个', '巴', '9', 'Kiosk']"
axe.jpg,"['Sky', 'Shirt', 'Cap', 'Tree', 'Plant', 'Sleeve', 'Baseball cap', 'Wood', 'Hat', 'Flash photography']","['Person', 'Person', 'Clothing', 'Top']",['tree'],['Libertyville High School'],UNLIKELY,1,[],[]
knife.jpg,"['Food', 'Tableware', 'Table', 'Dishware', 'Ingredient', 'Wood', 'Plant', 'Cutting board', 'Recipe', 'Natural foods']","['Kitchen knife', 'Packaged goods', 'Tableware', 'Vegetable', 'Houseplant', 'Egg', 'Flowerpot']",['Food'],[],VERY_UNLIKELY,0,[],[]
colosseum.jpg,"['Sky', 'Cloud', 'Landscape', 'City', 'Facade', 'Ancient roman architecture', 'Ancient history', 'Wonders of the world', 'Archaeological site', 'History']","['Building', 'Building']",['colosseum'],[],VERY_UNLIKELY,0,['Colosseum'],[]
mcdonalds.jpg,"['Wheel', 'Automotive parking light', 'Car', 'Tire', 'Sky', 'Land vehicle', 'Vehicle', 'Motor vehicle', 'Automotive tire', 'Plant']","['Car', 'Car', 'Building']","[""McDonald's""]","[""McDonald's"", ""McDonald's""]",VERY_UNLIKELY,0,[],"[""Av. Macheros\nMcDanald's\nsalte\nTUYA\n000\nICDona d's\nMcDonald's\nMACHEROS\nATEAMAS\n15VO\nPOSTR ES\n"", 'Av.', 'Macheros', ""McDanald's"", 'salte', 'TUYA', '000', 'ICDona', ""d's"", ""McDonald's"", 'MACHEROS', 'ATEAMAS', '15VO', 'POSTR', 'ES']"
mall.jpg,"['Motor vehicle', 'Customer', 'Retail', 'Building', 'Shopping', 'Automotive design', 'Service', 'Trade', 'Machine', 'Engineering']",[],['car'],[],VERY_UNLIKELY,0,[],"['GLG\nAMSUNG\nDIGITAL\nJVC\nndou\nSAM SOFTIEON\nATASHI\nThe\nrurd\nDATAT\nur digitalle\nSYNNE\nXFa Xerox Printers Xpect moreO X\nLEAMARK\nKYOCERA\nAPC\nbrothe\nMicrosoft\nMicrosof\nlOKI\nOKI\nHardware\nHard\nOware,\nSAMSUNG\n', 'GLG', 'AMSUNG', 'DIGITAL', 'JVC', 'ndou', 'SAM', 'SOFTIEON', 'ATASHI', 'The', 'rurd', 'DATAT', 'ur', 'digitalle', 'SYNNE', 'XFa', 'Xerox', 'Printers', 'Xpect', 'moreO', 'X', 'LEAMARK', 'KYOCERA', 'APC', 'brothe', 'Microsoft', 'Microsof', 'lOKI', 'OKI', 'Hardware', 'Hard', 'Oware,', 'SAMSUNG']"
